User_ID,Product_ID,Category,Price,Rating,Browsing_Time,Previous_Purchases,Cart_Addition,Purchase_Status,Age,Gender,Location,Discount_Applied,Total_Spending
100046,5252,Books,3056,2,622.25,4,0,0,45,Female,North,1,0
100047,5283,Fashion,1275,2,222.4,2,0,0,24,Female,North,0,0
100048,5031,Home,4514,2,80.0,0,0,0,25,Male,North,1,0
100049,5281,Home,534,2,800.8333333,2,0,0,52,Female,North,0,0
100050,5289,Fashion,3652,2,0.0,0,0,0,31,Female,East,1,0
100051,5196,Books,2455,2,0.0,0,0,0,34,Male,East,0,0
100052,5018,Home,2085,2,265.1666667,2,0,0,53,Female,North,1,0
100053,5239,Fashion,4443,2,29.0,0,0,0,57,Male,West,1,0
100054,5029,Home,3573,2,160.0,0,0,0,21,Female,South,0,0
100055,5174,Books,1521,2,135.6666667,0,0,0,19,Male,North,1,0
100056,5084,Home,3961,2,0.0,0,0,0,23,Female,North,1,0
100057,5104,Home,3113,2,0.0,0,0,0,59,Female,East,1,0
100058,5208,Electronics,4343,4,1174.7416667,7,1,0,21,Male,West,1,0
100059,5049,Home,2000,2,104.0,0,0,0,46,Male,North-East,1,0
100060,5295,Electronics,661,2,397.6865079,3,0,0,35,Male,South,1,0
100061,5233,Home,4797,2,169.0,1,0,0,43,Male,East,1,0
100062,5055,Home,2481,2,400.8,1,0,0,51,Male,North,0,0
100063,5003,Fashion,1495,5,1832.9999997,8,1,0,27,Male,East,0,0
100064,5056,Books,3842,2,706.5,2,0,0,53,Male,Central,0,0
100065,5182,Home,4298,2,0.0,0,0,0,31,Male,West,0,0
100066,5017,Electronics,1775,5,886.16666663,5,1,1,48,Female,East,1,1775
100067,5173,Home,1516,2,6995.972222,18,0,0,32,Female,North,0,0
100068,5104,Electronics,837,2,0.0,0,0,0,25,Male,Central,1,0
100069,5101,Books,1378,2,902.0,3,0,0,31,Female,South,0,0
100070,5083,Home,1576,2,0.0,0,0,0,40,Female,East,1,0
100071,5171,Fashion,4493,2,0.0,0,0,0,57,Female,North,0,0
100072,5095,Electronics,879,2,197.3777778,4,0,0,38,Female,North-East,0,0
100073,5136,Home,992,2,43.0,0,0,0,33,Male,East,1,0
100074,5007,Fashion,2562,2,426.6666667,1,0,0,35,Female,East,0,0
100075,5051,Home,4384,2,135.0,0,0,0,41,Male,East,0,0
100076,5108,Electronics,564,2,588.3333333,3,0,0,43,Female,North,0,0
100077,5274,Fashion,3068,4,3117.008334,7,1,1,42,Female,North,0,3068
100078,5224,Home,2527,2,76.0,0,0,0,58,Female,East,1,0
100079,5008,Home,3195,2,0.0,0,0,0,46,Male,North,1,0
100080,5257,Home,1995,2,0.0,0,0,0,32,Female,North,1,0
100081,5065,Sports,891,2,208.0,1,0,0,18,Male,North,0,0
100082,5049,Home,4974,2,270.0,0,0,0,42,Female,North,1,0
100083,5062,Home,4061,2,39.5,1,0,0,24,Male,North,0,0
100084,5240,Electronics,2778,2,375.0,2,0,0,26,Female,West,0,0
100085,5197,Electronics,3599,2,0.0,0,0,0,41,Male,South,1,0
100086,5072,Home,700,2,0.0,0,0,0,18,Male,North,0,0
100087,5275,Electronics,3604,2,150.0,1,0,0,25,Female,South,0,0
100088,5189,Home,2954,2,138.0,0,0,0,41,Male,North,0,0
100089,5121,Home,4145,2,337.5,1,0,0,28,Female,East,1,0
100090,5176,Fashion,1304,2,620.0333333,3,0,0,34,Female,West,0,0
100091,5107,Home,3231,2,204.8461538,3,0,0,25,Female,North,1,0
100092,5289,Fashion,3273,2,0.0,0,0,0,52,Female,North,0,0
100093,5254,Home,2070,2,52.0,0,0,0,52,Female,North,0,0
100094,5020,Sports,3190,2,649.25,2,0,0,50,Female,North,0,0
100095,5150,Home,4340,2,925.3333333,5,0,0,22,Female,East,1,0
100096,5185,Home,1528,2,33.0,0,0,0,59,Female,North,1,0
100097,5166,Home,1002,2,1566.5,1,0,0,56,Female,North,1,0
100098,5074,Books,4993,2,105.0,0,0,0,58,Female,North,1,0
100099,5112,Toys,1370,2,50.0,1,0,0,45,Female,North,1,0
100100,5080,Books,4988,2,644.2,3,0,0,24,Male,East,0,0
100101,5182,Fashion,706,2,2653.5111113300004,7,0,0,26,Male,North,1,0
100102,5112,Books,1984,4,668.0,3,1,1,25,Female,International,1,1984
100103,5182,Fashion,1363,2,415.0,1,0,0,29,Female,East,1,0
100104,5105,Home,3290,2,2130.530952,7,0,0,51,Female,West,1,0
100105,5047,Books,1063,2,340.1666667,3,0,0,50,Female,East,0,0
100106,5107,Fashion,4691,2,27.0,0,0,0,40,Female,International,0,0
100107,5075,Home,2257,2,215.0,1,0,0,41,Female,North,1,0
100108,5160,Home,2178,2,162.0,2,0,0,54,Female,North,0,0
100109,5282,Home,3742,2,114.0,0,0,0,52,Female,North,1,0
100110,5054,Home,1559,2,5482.463753,25,0,0,57,Male,North,0,0
100111,5058,Home,2222,2,253.0,0,0,0,39,Female,East,1,0
100112,5223,Home,3814,2,0.0,0,0,0,44,Male,North,1,0
100113,5270,Home,3657,2,0.0,0,0,0,52,Female,South,1,0
100114,5090,Electronics,3125,2,458.5,5,0,0,18,Female,North,1,0
100115,5203,Home,3229,2,1138.833333,6,0,0,52,Male,North,1,0
100116,5112,Books,2097,2,317.8333333,2,0,0,54,Female,North,0,0
100117,5074,Home,3560,2,1146.333333,4,0,0,31,Male,North,1,0
100118,5018,Electronics,3193,2,577.0,2,0,0,20,Female,East,1,0
100119,5040,Home,4127,2,95.0,1,0,0,18,Female,East,0,0
100120,5038,Home,1863,2,301.5,1,0,0,22,Male,Rural,0,0
100121,5017,Electronics,2481,2,243.0,1,0,0,43,Female,West,0,0
100122,5048,Fashion,2163,2,135.5,0,0,0,31,Male,North,1,0
100123,5249,Home,2029,2,517.3333333,2,0,0,56,Female,East,1,0
100124,5205,Home,2538,2,41.0,0,0,0,44,Male,East,0,0
100125,5212,Electronics,3802,2,292.9,2,0,0,26,Male,East,0,0
100126,5218,Home,2737,2,0.0,0,0,0,32,Female,East,0,0
100127,5248,Home,1806,2,1238.333333,1,0,0,32,Female,North,1,0
100128,5200,Home,4529,2,225.4666667,2,0,0,43,Male,Urban,1,0
100129,5106,Home,3175,2,2335.2166669999997,10,0,0,59,Female,Rural,1,0
100130,5124,Electronics,1782,2,13.0,0,0,0,30,Female,North,0,0
100131,5252,Fashion,1209,2,222.0,0,0,0,49,Female,North,0,0
100132,5047,Beauty,4913,2,234.8333333,3,0,0,56,Male,North,0,0
100133,5249,Home,4248,2,0.0,0,0,0,49,Male,East,0,0
100134,5012,Home,1163,2,2017.166667,1,0,0,21,Male,West,1,0
100135,5205,Home,2498,2,560.5277778,5,0,0,47,Male,East,1,0
100136,5081,Fashion,3945,2,158.1666667,1,0,0,54,Male,West,0,0
100137,5049,Fashion,4243,2,303.6666667,1,0,0,40,Male,Central,0,0
100138,5016,Sports,1995,2,25.0,0,0,0,56,Male,North,0,0
100139,5086,Books,3804,2,42.0,0,0,0,32,Male,North,1,0
100140,5199,Home,4263,2,1107.041667,2,0,0,46,Male,East,1,0
100141,5070,Home,2353,2,0.0,0,0,0,53,Female,International,0,0
100142,5097,Home,1791,2,272.5,1,0,0,30,Male,North-East,1,0
100143,5009,Home,4081,2,363.0,1,0,0,49,Female,South,0,0
100144,5130,Home,3957,2,0.0,0,0,0,24,Female,South,0,0
100145,5080,Beauty,2136,2,871.0,2,0,0,39,Female,East,0,0
100146,5298,Home,4196,2,780.0,0,0,0,45,Male,North,1,0
100147,5237,Electronics,3499,2,1038.0,0,0,0,19,Male,North,0,0
100148,5282,Home,3652,2,573.0,0,0,0,59,Male,East,0,0
100149,5204,Home,1198,2,1231.233333,5,0,0,23,Male,West,0,0
100150,5105,Electronics,2660,2,316.6666667,2,0,0,45,Female,South,1,0
100151,5048,Electronics,4597,2,873.7365079,4,0,0,45,Male,North,0,0
100152,5073,Books,1354,2,0.0,0,0,0,37,Male,East,1,0
100153,5141,Electronics,3974,2,16.0,0,0,0,47,Male,Central,0,0
100154,5140,Home,2207,2,615.0,3,0,0,28,Male,East,1,0
100155,5093,Electronics,3277,2,261.75,1,0,0,45,Male,North,0,0
100156,5190,Electronics,2233,2,615.8831169,4,0,0,42,Female,South,0,0
100157,5213,Fashion,4010,2,0.0,0,0,0,56,Male,East,0,0
100158,5081,Home,702,2,117.5,1,0,0,50,Female,North,1,0
100159,5008,Fashion,3755,2,501.6666667,4,0,0,18,Male,West,1,0
100160,5276,Electronics,4718,2,909.1666667,6,0,0,44,Female,North,0,0
100161,5234,Fashion,4996,2,1232.5,4,0,0,30,Male,North,0,0
100162,5145,Home,1266,2,467.0,1,0,0,58,Male,East,1,0
100163,5276,Home,4889,2,737.1666667,4,0,0,20,Female,North,1,0
100164,5064,Fashion,2827,2,129.0,2,0,0,56,Female,East,0,0
100165,5134,Home,3431,2,63.0,1,0,0,23,Female,North,0,0
100166,5239,Home,697,2,125.0,1,0,0,25,Male,North,0,0
100167,5287,Electronics,2430,2,684.3333333,2,0,0,44,Female,North-East,0,0
100168,5098,Books,4082,2,665.4722222,4,0,0,26,Male,International,1,0
100169,5188,Books,1108,2,487.5,3,0,0,54,Male,South,1,0
100170,5299,Home,3772,2,437.1666667,3,0,0,50,Female,North,0,0
100171,5149,Home,1647,2,55.0,0,0,0,59,Female,North,1,0
100172,5052,Fashion,4782,2,0.0,0,0,0,41,Male,North,1,0
100173,5036,Electronics,3897,2,488.2277778,4,0,0,32,Male,Urban,1,0
100174,5166,Home,3011,2,407.5,2,0,0,49,Female,South,0,0
100175,5034,Fashion,2294,2,666.0,1,0,0,49,Female,North-East,0,0
100176,5198,Books,1159,2,405.7095238,4,0,0,41,Female,North,0,0
100177,5189,Fashion,3311,2,163.25,1,0,0,58,Male,North-East,1,0
100178,5053,Fashion,1869,2,284.25,3,0,0,29,Male,North-East,0,0
100179,5048,Home,2486,2,0.0,0,0,0,56,Male,North,1,0
100180,5239,Electronics,646,2,0.0,0,0,0,19,Male,North,0,0
100181,5199,Home,3719,2,260.0,1,0,0,20,Male,North,1,0
100182,5153,Grocery,3411,2,1490.2547619000002,1,0,0,54,Male,North,0,0
100183,5219,Electronics,2234,3,927.45,4,1,0,34,Female,East,0,0
100184,5023,Fashion,2343,2,845.8,10,0,0,19,Male,East,0,0
100185,5035,Fashion,988,2,3729.9449440999997,19,0,0,19,Male,North-East,0,0
100186,5208,Fashion,3476,2,2028.819697,9,1,1,45,Male,International,0,3476
100187,5014,Electronics,2459,5,3106.124108,13,1,0,40,Female,North,0,0
100188,5040,Home,2885,2,0.0,0,0,0,54,Male,North,0,0
100189,5280,Fashion,3419,2,4459.25,4,0,0,49,Male,North,0,0
100190,5174,Electronics,2302,2,371.0,1,0,0,50,Female,North,0,0
100191,5237,Electronics,4561,2,42.0,0,0,0,18,Male,East,0,0
100192,5235,Fashion,3869,2,354.3333333,4,0,0,36,Male,International,0,0
100193,5290,Home,762,2,3556.61241,19,0,0,19,Male,North,0,0
100194,5248,Fashion,1123,4,2763.783333,13,1,1,43,Male,West,0,1123
100195,5027,Fashion,1516,2,3126.9793033,2,0,0,49,Male,North,0,0
100196,5093,Fashion,4143,5,840.2333333,3,1,1,23,Female,Rural,0,4143
100197,5070,Fashion,2549,5,2189.8448049999997,11,1,1,49,Female,North,0,2549
100198,5139,Grocery,4223,5,2899.0,10,1,1,21,Female,International,0,4223
100199,5005,Others,3608,2,43.0,1,0,0,28,Male,North,0,0
100200,5208,Fashion,4590,2,502.5,2,0,0,34,Male,North,0,0
100201,5067,Grocery,2556,2,133.5,0,0,0,55,Male,North,0,0
100202,5204,Others,3670,2,416.6666667,2,0,0,41,Female,North,0,0
100203,5016,Fashion,2182,2,734.75,3,0,0,22,Male,Central,0,0
100204,5215,Home,2755,5,1349.75,3,1,1,51,Male,South,0,2755
100205,5300,Fashion,1654,2,598.5,1,0,0,23,Female,International,0,0
100206,5117,Electronics,4999,2,252.8333333,0,0,0,39,Male,International,0,0
100207,5063,Home,3691,2,731.0,1,0,0,28,Female,North,0,0
100208,5284,Fashion,2196,2,364.0,0,0,0,33,Female,East,0,0
100209,5128,Electronics,4491,2,565.3333333,2,0,0,50,Female,East,0,0
100210,5122,Others,2148,2,50.0,0,0,0,26,Male,Urban,0,0
100211,5152,Beauty,1945,2,648.0,1,0,0,23,Male,North-East,0,0
100212,5300,Fashion,4699,2,544.0,2,0,0,33,Male,North,0,0
100213,5066,Electronics,4423,2,913.1666666,3,0,0,46,Male,West,0,0
100214,5189,Home,753,2,160.0,0,0,0,20,Male,International,0,0
100215,5005,Fashion,3683,2,1192.386111,7,0,0,37,Male,South,0,0
100216,5203,Fashion,3057,2,198.0,2,0,0,53,Male,East,0,0
100217,5180,Others,598,2,15.0,0,0,0,36,Female,East,0,0
100218,5036,Electronics,2700,5,681.0,2,1,1,43,Male,Central,0,2700
100219,5221,Electronics,3461,2,23.0,1,0,0,20,Female,North,0,0
100220,5158,Electronics,4933,2,14.0,0,0,0,36,Male,North,0,0
100221,5279,Grocery,4277,2,264.5,1,0,0,37,Male,North,0,0
100222,5180,Fashion,3369,2,2522.30467,5,0,0,49,Male,West,0,0
100223,5205,Others,3734,2,19.0,0,0,0,24,Female,East,0,0
100224,5008,Electronics,4291,2,1757.333333,7,0,0,58,Female,West,0,0
100225,5147,Home,1456,2,102.5,1,0,0,50,Female,North,0,0
100226,5184,Electronics,4567,4,2337.0,3,1,1,57,Female,North,0,4567
100227,5066,Home,660,2,1883.5,3,0,0,56,Male,North,0,0
100228,5030,Others,4993,3,1277.3,10,1,0,35,Female,International,0,0
100229,5141,Fashion,1800,2,2341.4166663,4,0,0,57,Male,East,0,0
100230,5040,Home,4487,2,132.0,1,0,0,18,Male,North,0,0
100231,5264,Fashion,2027,5,2247.255128,10,1,0,28,Female,East,0,0
100232,5209,Electronics,1718,2,521.25,3,0,0,45,Female,South,0,0
100233,5284,Fashion,4996,2,501.08333333,1,0,0,42,Female,South,0,0
100234,5043,Grocery,3604,2,1600.710784,5,0,0,40,Female,North,0,0
100235,5086,Electronics,3235,2,1201.992063,6,0,0,48,Female,North,0,0
100236,5003,Home,1454,2,478.0,1,0,0,47,Female,South,0,0
100237,5207,Home,3946,2,980.25,3,0,0,59,Female,West,0,0
100238,5141,Fashion,1545,2,1218.443074,10,0,0,52,Female,South,0,0
100239,5053,Home,2193,2,377.6666667,4,0,0,24,Male,North,0,0
100240,5098,Electronics,3936,2,1489.083333,3,0,0,33,Female,Urban,0,0
100241,5179,Home,1062,2,3609.333333,5,0,0,43,Female,North,0,0
100242,5153,Fashion,2985,2,753.0,1,0,0,19,Male,North,0,0
100243,5146,Home,3854,2,688.1666667,6,0,0,18,Female,North,0,0
100244,5126,Electronics,725,2,811.0,2,0,0,29,Male,Urban,0,0
100245,5210,Electronics,1459,2,437.25,1,0,0,22,Male,North,0,0
100246,5042,Fashion,3567,2,1063.6447691,6,1,1,54,Female,East,0,3567
100247,5164,Electronics,1315,2,3009.7119043300004,14,0,0,49,Male,South,0,0
100248,5232,Home,3620,2,2743.582143,9,0,0,26,Male,Rural,0,0
100249,5288,Electronics,516,2,5188.5,3,0,0,58,Male,North,0,0
100250,5230,Electronics,1743,2,0.0,0,0,0,52,Male,North,0,0
100251,5287,Electronics,2705,2,57.0,1,0,0,36,Female,South,0,0
100252,5171,Electronics,3024,2,8.0,0,0,0,33,Male,Central,0,0
100253,5041,Electronics,1569,2,1527.159091,3,0,0,20,Female,North,0,0
100254,5140,Fashion,3944,2,33.0,0,0,0,37,Male,East,0,0
100255,5001,Grocery,3065,2,2762.5,0,0,0,41,Male,International,0,0
100256,5265,Electronics,1560,2,844.25,9,0,0,50,Male,East,0,0
100257,5049,Grocery,2827,2,188.0,1,0,0,41,Male,North,0,0
100258,5084,Electronics,3920,2,578.375,2,0,0,28,Female,North-East,0,0
100259,5151,Fashion,801,2,0.0,0,0,0,25,Female,Central,0,0
100260,5122,Fashion,4776,3,2138.7619050000003,5,1,1,53,Male,East,0,4776
100261,5023,Electronics,1106,2,116.3333333,1,0,0,55,Male,North,0,0
100262,5188,Fashion,3670,2,397.0,6,0,0,57,Female,International,0,0
100263,5121,Electronics,1199,5,5220.083333,12,1,1,37,Male,East,0,1199
100264,5052,Fashion,1639,2,219.3333333,4,0,0,52,Male,International,0,0
100265,5195,Others,690,2,74.0,1,0,0,42,Male,North,0,0
100266,5218,Electronics,2800,2,1559.6,3,0,0,52,Female,North,0,0
100267,5164,Home,1480,2,236.5,1,0,0,42,Female,North,0,0
100268,5252,Electronics,3475,2,358.6666667,2,0,0,46,Female,North,0,0
100269,5002,Electronics,1684,2,0.0,0,0,0,35,Male,North,0,0
100270,5111,Grocery,3827,2,299.5,2,0,0,35,Male,North,0,0
100271,5036,Home,3894,2,628.7666667,8,0,0,19,Female,East,0,0
100272,5155,Others,627,2,75.5,1,0,0,52,Female,South,0,0
100273,5291,Electronics,2565,2,153.0,0,0,0,33,Female,North-East,0,0
100274,5159,Home,2316,5,212.2,2,1,1,58,Female,North,0,2316
100275,5137,Electronics,1069,2,3658.5,3,0,0,53,Male,Rural,0,0
100276,5253,Fashion,2395,2,1162.5,1,0,0,50,Female,South,0,0
100277,5236,Electronics,3233,2,556.6,6,0,0,21,Male,East,0,0
100278,5018,Home,4363,2,41.0,0,0,0,50,Female,North,0,0
100279,5051,Others,4514,5,300.0714286,2,1,1,31,Male,North,0,4514
100280,5264,Home,3401,3,3081.434957,7,1,0,38,Female,South,0,0
100281,5242,Home,2186,2,69.25,1,0,0,37,Female,West,0,0
100282,5139,Fashion,3509,2,1559.1,2,0,0,25,Female,Rural,0,0
100283,5255,Electronics,654,2,402.0,1,0,0,24,Female,South,0,0
100284,5030,Electronics,3037,2,0.0,0,0,0,20,Male,North,0,0
100285,5168,Electronics,1909,2,3324.333333,7,0,0,34,Female,North,0,0
100286,5297,Electronics,4557,2,3323.0237615,17,0,0,50,Male,Central,0,0
100287,5237,Others,1284,2,59.0,0,0,0,29,Male,North,0,0
100288,5274,Home,3675,2,1070.253472,10,0,0,39,Male,North-East,0,0
100289,5074,Beauty,4841,2,740.0,1,0,0,39,Male,East,0,0
100290,5150,Electronics,3306,2,905.4856061,8,0,0,47,Female,South,0,0
100291,5158,Electronics,1037,2,0.0,0,0,0,55,Male,North,0,0
100292,5228,Toys,2341,5,626.0000000299999,2,1,1,55,Male,North,0,2341
100293,5272,Home,2955,5,328.9166667,2,1,1,25,Male,North,0,2955
100294,5188,Electronics,1024,2,778.8166667,6,0,0,44,Female,North,0,0
100295,5240,Electronics,3450,2,1022.8095238,4,0,0,44,Female,North,0,0
100296,5179,Electronics,4631,2,0.0,0,0,0,51,Female,Urban,0,0
100297,5163,Home,4615,2,227.5,0,0,0,38,Female,North,0,0
100298,5038,Others,2868,2,756.2333332999999,3,0,0,47,Male,North,0,0
100299,5232,Home,4347,2,872.8333333,3,0,0,50,Male,South,0,0
100300,5188,Electronics,4995,2,0.0,0,0,0,45,Female,East,0,0
100301,5276,Electronics,3201,2,835.0666667,7,0,0,50,Male,North-East,0,0
100302,5282,Home,1471,2,82.5,0,0,0,22,Male,North,0,0
100303,5239,Electronics,1666,2,13.0,0,0,0,36,Male,East,0,0
100304,5052,Home,3274,2,9.0,0,0,0,21,Female,North,0,0
100305,5215,Electronics,2482,2,7.0,0,0,0,52,Female,North,0,0
100306,5257,Others,1353,2,94.5,2,0,0,34,Male,West,0,0
100307,5020,Others,4646,2,353.3,4,0,0,45,Female,West,0,0
100308,5192,Others,4236,2,3312.5,5,0,0,47,Female,North,0,0
100309,5003,Home,4269,2,75.0,0,0,0,46,Female,North,0,0
100310,5095,Electronics,1074,2,82.0,2,0,0,23,Female,North,0,0
100311,5163,Electronics,3761,2,1571.5,5,0,0,52,Female,North,0,0
100312,5013,Fashion,1648,2,1503.1332615000001,7,0,0,58,Male,North-East,0,0
100313,5281,Fashion,2215,2,2905.1,10,0,0,54,Female,North,0,0
100314,5066,Electronics,4354,2,96.0,0,0,0,41,Male,North,0,0
100315,5130,Grocery,2991,2,1744.0,0,0,0,46,Male,North,0,0
100316,5256,Electronics,3160,2,158.0,1,0,0,48,Female,North,0,0
100317,5266,Electronics,3624,2,1394.166667,9,0,0,52,Male,North,0,0
100318,5096,Electronics,3551,3,1521.6,4,1,1,50,Male,North-East,0,3551
100319,5056,Electronics,504,2,156.0,1,0,0,38,Male,West,0,0
100320,5187,Fashion,1376,2,240.75,2,0,0,49,Female,Rural,0,0
100321,5023,Fashion,1491,2,1334.5,7,0,0,40,Female,North,0,0
100322,5144,Electronics,4642,2,3139.969048,13,0,0,50,Male,North-East,0,0
100323,5031,Electronics,4864,2,165.0,0,0,0,20,Female,North,0,0
100324,5194,Fashion,4965,2,182.0,0,0,0,35,Female,North,0,0
100325,5157,Electronics,1135,2,175.9166667,3,0,0,42,Female,North,0,0
100326,5191,Others,2193,2,316.76666667,2,0,0,59,Female,North,0,0
100327,5120,Fashion,2182,2,159.8,1,0,0,48,Male,Urban,0,0
100328,5282,Electronics,619,2,0.0,0,0,0,20,Male,East,0,0
100329,5064,Fashion,1330,2,1090.742857,11,0,0,57,Female,North,0,0
100330,5070,Electronics,4175,2,750.6666667,4,0,0,41,Female,North,0,0
100331,5009,Electronics,1869,2,1704.2777773,12,0,0,49,Male,North,0,0
100332,5114,Electronics,1240,2,5034.666667,15,0,0,39,Male,East,0,0
100333,5169,Electronics,616,2,277.5,2,0,0,40,Female,East,0,0
100334,5172,Home,3338,2,1268.48571429,1,0,0,19,Male,North,0,0
100335,5069,Fashion,1650,2,1384.016667,9,0,0,44,Female,North,0,0
100336,5208,Fashion,2431,2,52.0,0,0,0,59,Female,North,0,0
100337,5121,Fashion,1512,2,675.75,5,0,0,19,Male,North,0,0
100338,5220,Home,2164,2,64.0,1,0,0,43,Male,North,0,0
100339,5035,Electronics,1581,2,0.0,0,0,0,34,Female,West,0,0
100340,5274,Home,1012,2,326.5,1,0,0,57,Female,North,0,0
100341,5293,Electronics,3349,2,1690.977778,5,0,0,50,Male,Urban,0,0
100342,5273,Electronics,1059,2,0.0,0,0,0,26,Female,Urban,0,0
100343,5268,Grocery,4172,2,456.5,0,0,0,56,Male,East,0,0
100344,5168,Home,3843,2,407.0,2,0,0,46,Female,West,0,0
100345,5165,Home,4570,2,1754.7333337,7,0,0,59,Male,North,0,0
100346,5267,Home,1970,2,896.0909091,4,0,0,43,Male,North,0,0
100347,5268,Electronics,1080,2,276.3333333,2,0,0,52,Male,South,0,0
100348,5181,Electronics,2794,2,629.6666667,3,0,0,42,Female,North,0,0
100349,5111,Electronics,3647,2,194.0,2,0,0,41,Female,International,0,0
100350,5190,Electronics,4749,4,446.0,3,1,0,30,Male,East,0,0
100351,5096,Fashion,2179,2,1977.566667,11,0,0,24,Female,North-East,0,0
100352,5073,Electronics,4006,2,739.9166667,5,0,0,53,Male,South,0,0
100353,5197,Home,3244,3,2001.833333,6,1,1,37,Male,North,0,3244
100354,5252,Electronics,3856,2,0.0,0,0,0,18,Female,West,0,0
100355,5017,Fashion,4545,2,308.8635531,4,0,0,25,Female,South,0,0
100356,5154,Fashion,1743,2,2790.666667,9,0,0,33,Male,North,0,0
100357,5047,Electronics,3618,2,0.0,0,0,0,31,Female,North,0,0
100358,5249,Electronics,2641,2,812.0,5,0,0,29,Female,North,0,0
100359,5135,Electronics,3559,2,166.0,2,0,0,40,Male,North,0,0
100360,5257,Electronics,3459,2,79.0,0,0,0,32,Male,East,0,0
100361,5297,Home,2765,2,2536.688095,9,0,0,45,Female,East,0,0
100362,5008,Fashion,2979,2,226.8333333,2,0,0,51,Male,North,0,0
100363,5033,Home,2135,5,959.0,1,1,1,19,Male,Rural,0,2135
100364,5056,Home,2257,2,226.0,2,0,0,49,Female,West,0,0
100365,5024,Fashion,4952,4,3522.76879189,22,1,0,40,Male,Central,0,0
100366,5294,Electronics,2570,2,57.5,0,0,0,39,Male,South,0,0
100367,5108,Home,3349,2,566.4,5,0,0,42,Female,West,0,0
100368,5164,Electronics,3751,2,1378.883333,6,0,0,39,Female,West,0,0
100369,5216,Electronics,4230,2,239.0,1,0,0,39,Male,Rural,0,0
100370,5167,Grocery,2989,2,256.6666667,1,0,0,59,Male,North,0,0
100371,5125,Fashion,2131,2,3989.119086,16,0,0,23,Female,East,0,0
100372,5080,Electronics,3316,2,44.0,1,0,0,32,Female,East,0,0
